symbol,name,marketCap,sector,industry,country
KNSL,Kinsale Capital Group Inc. Common Stock,7730541877.0,Finance,Property-Casualty Insurers,United States
KNTK,Kinetik Holdings Inc. Class A Common Stock,8593103507.0,Utilities,Natural Gas Distribution,United States
KNX,Knight-Swift Transportation Holdings Inc.,10932320520.0,Industrials,Trucking Freight/Courier Services,United States
KO,Coca-Cola Company (The) Common Stock,379011562816.0,Consumer Staples,Beverages (Production/Distribution),United States
KR,Kroger Company (The) Common Stock,34041532668.0,Consumer Staples,Food Chains,United States
KRC,Kilroy Realty Corporation Common Stock,3959157952.0,Real Estate,Real Estate Investment Trusts,United States
KRG,Kite Realty Group Trust Common Stock,4946565776.0,Real Estate,Real Estate Investment Trusts,United States
KRMN,Karman Holdings Inc. Common Stock,4380239049.0,Industrials,Military/Government/Technical,United States
KRYS,Krystal Biotech Inc. Common Stock,10115402203.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,17770839025.0,,,Kazakhstan
KT,KT Corporation Common Stock,9378597951.0,Telecommunications,Telecommunications Equipment,South Korea
KTB,Kontoor Brands Inc. Common Stock ,3590196298.0,Industrials,Garments and Clothing,United States
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,8665216454.0,Industrials,Military/Government/Technical,United States
KVUE,Kenvue Inc. Common Stock,33940067162.0,Consumer Discretionary,Package Goods/Cosmetics,United States
KVYO,Klaviyo Inc. Series A Common Stock,4777726393.0,Technology,Computer Software: Prepackaged Software,United States
KWR,Quaker Houghton Common Stock,2733615540.0,Industrials,Major Chemicals,United States
KYIV,Kyivstar Group Ltd. Common Shares,3018864384.0,Telecommunications,Telecommunications Equipment,United Arab Emirates
KYMR,Kymera Therapeutics Inc. Common Stock,9601401860.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
L,Loews Corporation Common Stock,21473087709.0,Finance,Property-Casualty Insurers,United States
LAD,Lithia Motors Inc. Common Stock,6749256274.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
LAMR,Lamar Advertising Company Class A Common Stock,14645495426.0,Real Estate,Real Estate Investment Trusts,United States
LASR,nLIGHT Inc. Common Stock,2364144273.0,Technology,Semiconductors,United States
LAUR,Laureate Education Inc. Common Stock,5058156499.0,Real Estate,Other Consumer Services,United States
LAZ,Lazard Inc. Common Stock,3588130061.0,Finance,Investment Managers,Bermuda
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,6329483179.0,Energy,Oil & Gas Production,
LBRT,Liberty Energy Inc. Class A common stock,2981507170.0,Energy,Oilfield Services/Equipment,United States
LBTYA,Liberty Global Ltd. Class A Common Shares,3233510126.0,Telecommunications,Cable & Other Pay Television Services,United Kingdom
LBTYB,Liberty Global Ltd. Class B Common Shares,4232896694.0,Telecommunications,Cable & Other Pay Television Services,United Kingdom
LBTYK,Liberty Global Ltd. Class C Common Shares,3151649110.0,Telecommunications,Cable & Other Pay Television Services,United Kingdom
LCII,LCI Industries,2067207440.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
LCLN,Lincoln International Inc. Class A Common Stock,2481830462.0,Finance,Investment Managers,
LDOS,Leidos Holdings Inc. Common Stock,15647623540.0,Technology,EDP Services,United States
LEA,Lear Corporation Common Stock,6002330531.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
LECO,Lincoln Electric Holdings Inc. Common Shares,14465827908.0,Industrials,Industrial Machinery/Components,United States
LEN,Lennar Corporation Class A Common Stock,19637771976.0,Consumer Discretionary,Homebuilding,United States
LEU,Centrus Energy Corp. Class A Common Stock,2985937619.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States
LEVI,Levi Strauss & Co Class A Common Stock,7554616532.0,Consumer Discretionary,Apparel,United States
LFST,LifeStance Health Group Inc. Common Stock,4616422096.0,Health Care,Medical/Nursing Services,United States
LFTO,Liftoff Mobile Inc. Common Stock,2724544269.0,Technology,EDP Services,United States
LFUS,Littelfuse Inc. Common Stock,10729192695.0,Energy,Electrical Products,United States
LGN,Legence Corp. Class A Common stock,5719354402.0,Consumer Discretionary,Engineering & Construction,United States
LGND,Ligand Pharmaceuticals Incorporated Common Stock,5948985082.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
LH,Labcorp Holdings Inc. Common Stock,24652778000.0,Health Care,Medical Specialities,United States
LHX,L3Harris Technologies Inc. Common Stock,44544398293.0,Industrials,Industrial Machinery/Components,United States
LIF,Life360 Inc. Common Stock,3320325037.0,Technology,EDP Services,United States
LIFE,Ethos Technologies Inc. Class A Common Stock,2162083085.0,Finance,Specialty Insurers,United States
LII,Lennox International Inc. Common Stock,12868321730.0,Industrials,Industrial Machinery/Components,United States
LILAP,Liberty Latin America Ltd. 9.0% Fixed Rate Cumulative Perpetual Redeemable Series A Preference Shares,4059048000.0,Telecommunications,Cable & Other Pay Television Services,United States
LIN,Linde plc Ordinary Shares,216531602164.0,Basic Materials,Major Chemicals,United States
LINE,Lineage Inc. Common Stock,8270427636.0,Real Estate,Real Estate Investment Trusts,United States
LION,Lionsgate Studios Corp Common Shares,3317790432.0,Consumer Discretionary,Movies/Entertainment,Canada
LITE,Lumentum Holdings Inc. Common Stock,84048900000.0,Telecommunications,Telecommunications Equipment,United States
LIVN,LivaNova PLC Ordinary Shares,4251015000.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,United Kingdom
LKQ,LKQ Corporation Common Stock,5927838875.0,Consumer Discretionary,Motor Vehicles,United States
LLY,Eli Lilly and Company Common Stock,1083492568244.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
LLYVA,Liberty Live Holdings Inc. Series A Liberty Live Group Common Stock,8739590666.0,Industrials,Broadcasting,United States
LLYVK,Liberty Live Holdings Inc. Series C Liberty Live Group Common Stock,9031247708.0,Industrials,Broadcasting,United States
LMND,Lemonade Inc. Common Stock,3433313841.0,Finance,Property-Casualty Insurers,United States
LMT,Lockheed Martin Corporation Common Stock,121091292284.0,Industrials,Military/Government/Technical,United States
LNC,Lincoln National Corporation Common Stock,7864656563.0,Finance,Life Insurance,United States
LNG,Cheniere Energy Inc. Common Stock,56509810970.0,Utilities,Oil/Gas Transmission,United States
LNT,Alliant Energy Corporation Common Stock,16513842479.0,Utilities,Power Generation,United States
LNTH,Lantheus Holdings Inc. Common Stock,6525278729.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
LOAR,Loar Holdings Inc. Common Stock,5963271179.0,Industrials,Military/Government/Technical,United States
LOGI,Logitech International S.A. Ordinary Shares,14984658944.0,Technology,Computer peripheral equipment,United States
LOPE,Grand Canyon Education Inc. Common Stock,3926437174.0,Real Estate,Other Consumer Services,United States
LOW,Lowe's Companies Inc. Common Stock,107363297076.0,Consumer Discretionary,RETAIL: Building Materials,United States
LPG,Dorian LPG Ltd. Common Stock,2274327322.0,Consumer Discretionary,Marine Transportation,United States
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,2940000000.0,Technology,Industrial Machinery/Components,South Korea
LPLA,LPL Financial Holdings Inc. Common Stock,23817180456.0,Finance,Investment Bankers/Brokers/Service,United States
LPX,Louisiana-Pacific Corporation Common Stock,4756190348.0,Basic Materials,Forest Products,United States
LQDA,Liquidia Corporation Common Stock,6040955054.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
LRCX,Lam Research Corporation Common Stock,384505916880.0,Technology,Industrial Machinery/Components,United States
LRN,Stride Inc. Common Stock,3263694628.0,Real Estate,Other Consumer Services,United States
LSCC,Lattice Semiconductor Corporation Common Stock,17279402892.0,Technology,Semiconductors,United States
LSTR,Landstar System Inc. Common Stock,5666787737.0,Industrials,Trucking Freight/Courier Services,United States
LTC,LTC Properties Inc. Common Stock,2293142650.0,Real Estate,Real Estate Investment Trusts,United States
LTH,Life Time Group Holdings Inc. Common Stock,8864735477.0,Consumer Discretionary,Hotels/Resorts,United States
LULU,lululemon athletica inc. Common Stock,10800160866.0,Consumer Discretionary,Apparel,Canada
LUMN,Lumen Technologies Inc. Common Stock,6322760327.0,Telecommunications,Telecommunications Equipment,United States
LUNR,Intuitive Machines Inc. Class A Common Stock,3488802796.0,Industrials,Industrial Machinery/Components,United States
LUV,Southwest Airlines Company Common Stock,20077104569.0,Consumer Discretionary,Air Freight/Delivery Services,United States
LVS,Las Vegas Sands Corp. Common Stock,25383409401.0,Consumer Discretionary,Hotels/Resorts,United States
LW,Lamb Weston Holdings Inc. Common Stock ,6192144735.0,Consumer Staples,Packaged Foods,United States
LXP,LXP Industrial Trust Common Stock (Maryland REIT),3589318232.0,Real Estate,Real Estate Investment Trusts,United States
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),19372585981.0,Industrials,Major Chemicals,Netherlands
LYFT,Lyft Inc. Class A Common Stock,5591039478.0,Consumer Discretionary,Business Services,United States
LYV,Live Nation Entertainment Inc. Common Stock,39829191356.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
M,Macy's Inc Common Stock,5808568607.0,Consumer Discretionary,Department/Specialty Retail Stores,United States
MA,Mastercard Incorporated Common Stock,490495485605.0,Consumer Discretionary,Business Services,United States
MAA,Mid-America Apartment Communities Inc. Common Stock,13665066095.0,Real Estate,Real Estate Investment Trusts,United States
MAAS,Maase Inc. Class A Ordinary Shares,6659164205.0,Finance,Investment Managers,China
MAC,Macerich Company (The) Common Stock,6428291031.0,Real Estate,Real Estate Investment Trusts,United States
MAIN,Main Street Capital Corporation Common Stock,5150446032.0,Finance,Finance/Investors Services,United States
MAIR,Madison Air Solutions Corporation Class A Common Stock,12673513179.0,Industrials,Pollution Control Equipment,
MAN,ManpowerGroup Common Stock,2668024551.0,Consumer Discretionary,Professional Services,United States
MANE,Veradermics Incorporated Common Stock,4837304146.0,Health Care,Biotechnology: Pharmaceutical Preparations,
MANH,Manhattan Associates Inc. Common Stock,12265616960.0,Technology,Computer Software: Prepackaged Software,United States
MAR,Marriott International Class A Common Stock,91701072838.0,Consumer Discretionary,Hotels/Resorts,United States
MARA,MARA Holdings Inc. Common Stock,5157095615.0,Finance,Finance: Consumer Services,United States
MAS,Masco Corporation Common Stock,13440295229.0,Industrials,Industrial Specialties,United States
MAT,Mattel Inc. Common Stock,3736956000.0,Consumer Discretionary,Recreational Games/Products/Toys,United States
MATX,Matson Inc. Common Stock,6635876365.0,Consumer Discretionary,Marine Transportation,United States
MBGL,Mobility Global Inc. Common Stock,5566226522.0,Consumer Discretionary,Business Services,United States
MBIN,Merchants Bancorp Common Stock,2359838913.0,Finance,Major Banks,United States
MBLY,Mobileye Global Inc. Class A Common Stock,6469927621.0,Technology,Computer Software: Prepackaged Software,Israel
MBX,MBX Biosciences Inc. Common Stock,2787987957.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
MC,Moelis & Company Class A Common Stock,4553694376.0,Finance,Investment Managers,United States
MCD,McDonald's Corporation Common Stock,168645129668.0,Consumer Discretionary,Restaurants,United States
MCHB,Mechanics Bancorp Class A Common Stock,3304680915.0,Finance,Major Banks,United States
MCHP,Microchip Technology Incorporated Common Stock,41013446431.0,Technology,Semiconductors,United States
MCK,McKesson Corporation Common Stock,102657814622.0,Health Care,Other Pharmaceuticals,United States
MCO,Moody's Corporation Common Stock,82070820000.0,Finance,Finance: Consumer Services,United States
MCRI,Monarch Casino & Resort Inc. Common Stock,2107150794.0,Consumer Discretionary,Hotels/Resorts,United States
MCY,Mercury General Corporation Common Stock,5419223266.0,Finance,Property-Casualty Insurers,United States
MD,Pediatrix Medical Group Inc. Common Stock,2101209588.0,Health Care,Hospital/Nursing Management,United States
MDA,MDA Space Ltd. Common Shares,5121711877.0,Consumer Discretionary,Electronic Components,
MDB,MongoDB Inc. Class A Common Stock,34507114231.0,Technology,Computer Software: Prepackaged Software,United States
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,11852878721.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
MDLN,Medline Inc. Class A Common Stock,45094466976.0,Health Care,Medical/Dental Instruments,United States
MDLZ,Mondelez International Inc. Class A Common Stock,78416367022.0,Consumer Staples,Packaged Foods,United States
MDT,Medtronic plc. Ordinary Shares,114227013577.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,United States
MDU,MDU Resources Group Inc. Common Stock (Holding Company),3868326496.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States
MEDP,Medpace Holdings Inc. Common Stock,17225677883.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,United States
MELI,MercadoLibre Inc. Common Stock,91215714030.0,Consumer Discretionary,Business Services,Argentina
MEOH,Methanex Corporation Common Stock,4576096156.0,Industrials,Major Chemicals,Canada
MET,MetLife Inc. Common Stock,61768357304.0,Finance,Life Insurance,United States
META,Meta Platforms Inc. Class A Common Stock,1895599382023.0,Technology,Computer Software: Programming Data Processing,United States
MFC,Manulife Financial Corporation Common Stock,72763626410.0,Finance,Life Insurance,Canada
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),133704869498.0,Finance,Major Banks,Japan
MFP,Midera Food Processing Inc. Common Stock,2026324384.0,Industrials,Industrial Machinery/Components,United States
MGA,Magna International Inc. Common Stock,16917405471.0,Consumer Discretionary,Auto Parts:O.E.M.,Canada
MGEE,MGE Energy Inc,2677375090.0,Energy,Electric Utilities: Central,United States
MGM,MGM Resorts International Common Stock,9777530963.0,Consumer Discretionary,Hotels/Resorts,United States
MGNI,Magnite Inc. Common Stock,3450785217.0,Technology,Computer Software: Programming Data Processing,United States
MGRC,McGrath RentCorp Common Stock,2765962078.0,Consumer Discretionary,Diversified Commercial Services,United States
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,6544714383.0,Energy,Oil & Gas Production,United States
MH,McGraw Hill Inc. Common Stock,2630496193.0,Consumer Discretionary,Publishing,
MHK,Mohawk Industries Inc. Common Stock,8104869049.0,Consumer Discretionary,Home Furnishings,United States
MHO,M/I Homes Inc. Common Stock,3483243181.0,Consumer Discretionary,Homebuilding,United States
MIAX,Miami International Holdings Inc. Common Stock,3561396929.0,Finance,Investment Bankers/Brokers/Service,United States
MICC,The Magnum Ice Cream Company N.V. Ordinary Shares,11669670625.0,Consumer Staples,Specialty Foods,
MIDD,Middleby Corporation (The) Common Stock,5030534103.0,Industrials,Industrial Machinery/Components,United States
MIR,Mirion Technologies Inc. Class A Common Stock,4079236658.0,Industrials,Industrial Machinery/Components,United States
MIRM,Mirum Pharmaceuticals Inc. Common Stock,5799744372.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
MKC,McCormick & Company Incorporated Common Stock,13197922688.0,Consumer Staples,Packaged Foods,United States
MKL,Markel Group Inc. Common Stock,21581696141.0,Finance,Property-Casualty Insurers,United States
MKSI,MKS Inc. Common Stock,17764484838.0,Industrials,Industrial Machinery/Components,United States
MKTX,MarketAxess Holdings Inc. Common Stock,5761428186.0,Finance,Investment Bankers/Brokers/Service,United States
MLI,Mueller Industries Inc. Common Stock,13343873138.0,Industrials,Metal Fabrications,United States
MLM,Martin Marietta Materials Inc. Common Stock,29459290738.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States
MLYS,Mineralys Therapeutics Inc. Common Stock,2377261138.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
MMED,MiniMed Group Inc. Common Stock,5778927583.0,Health Care,Medical/Dental Instruments,United States
MMM,3M Company Common Stock,87827527615.0,Health Care,Medical/Dental Instruments,United States
MMS,Maximus Inc. Common Stock,2816324072.0,Consumer Discretionary,Business Services,United States
MMSI,Merit Medical Systems Inc. Common Stock,5198986269.0,Health Care,Medical/Dental Instruments,United States
MMYT,MakeMyTrip Limited Ordinary Shares,4401004795.0,Consumer Discretionary,Transportation Services,India
MNDY,monday.com Ltd. Ordinary Shares,3709734378.0,Technology,Computer Software: Prepackaged Software,Israel
MNST,Monster Beverage Corporation,129033073487.0,Consumer Staples,Beverages (Production/Distribution),United States
MO,Altria Group Inc.,115128843698.0,Health Care, Medicinal Chemicals and Botanical Products ,United States
MOD,Modine Manufacturing Company Common Stock,10256595042.0,Consumer Discretionary,Auto Parts:O.E.M.,United States
MOH,Molina Healthcare Inc Common Stock,9885114000.0,Health Care,Medical Specialities,United States
MORN,Morningstar Inc. Common Stock,7514718543.0,Finance,Investment Managers,United States
MOS,Mosaic Company (The) Common Stock,7747116893.0,Industrials,Agricultural Chemicals,United States
MP,MP Materials Corp. Common Stock,8707386637.0,Basic Materials,Metal Mining,United States
MPC,Marathon Petroleum Corporation Common Stock,109066721454.0,Energy,Integrated oil Companies,United States
MPT,Medical Properties Trust Inc. common stock,2143948000.0,Real Estate,Real Estate Investment Trusts,United States
MPWR,Monolithic Power Systems Inc. Common Stock,66611862210.0,Technology,Semiconductors,United States
MRCY,Mercury Systems Inc Common Stock,5034635834.0,Technology,Electrical Products,United States
MRK,Merck & Company Inc. Common Stock (new),365338776155.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
MRNA,Moderna Inc. Common Stock,72704847746.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
MRP,Millrose Properties Inc. Class A Common Stock,4451744923.0,Finance,Real Estate,United States
MRSH,Marsh Common Stock,81307255842.0,Finance,Specialty Insurers,United States
MRVL,Marvell Technology Inc. Common Stock,228783210000.0,Technology,Semiconductors,United States
MRX,Marex Group Limited Ordinary Shares,5307169801.0,Finance,Investment Bankers/Brokers/Service,United Kingdom
MS,Morgan Stanley Common Stock,311584646670.0,Finance,Investment Bankers/Brokers/Service,United States
MSA,MSA Safety Incorporated Common Stock,7053654361.0,Health Care,Industrial Specialties,United States
MSCI,MSCI Inc. Common Stock,40399390000.0,Consumer Discretionary,Business Services,United States
MSFT,Microsoft Corporation Common Stock,3717153817340.0,Technology,Computer Software: Prepackaged Software,United States
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,3712987817.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),9506760707.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
MSI,Motorola Solutions Inc. Common Stock,76199959747.0,Technology,Radio And Television Broadcasting And Communications Equipment,United States
MSM,MSC Industrial Direct Company Inc. Common Stock,6930525582.0,Industrials,Industrial Machinery/Components,United States
MSTR,Strategy Inc Common Stock Class A,62321416812.0,Technology,Computer Software: Prepackaged Software,United States
MT,Arcelor Mittal NY Registry Shares NEW,54740168902.0,Industrials,Steel/Iron Ore,Luxembourg
MTB,M&T Bank Corporation Common Stock,31710922810.0,Finance,Major Banks,United States
MTCH,Match Group Inc. Common Stock,9292223873.0,Technology,Computer Software: Programming Data Processing,United States
MTD,Mettler-Toledo International Inc. Common Stock,29901358458.0,Industrials,Biotechnology: Laboratory Analytical Instruments,Switzerland
MTDR,Matador Resources Company Common Stock,6450069738.0,Energy,Oil & Gas Production,United States
MTG,MGIC Investment Corporation Common Stock,6010157812.0,Finance,Property-Casualty Insurers,United States
MTH,Meritage Homes Corporation Common Stock,4162017579.0,Consumer Discretionary,Homebuilding,United States
MTN,Vail Resorts Inc. Common Stock,4990475316.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States
MTRN,Materion Corporation,5306974769.0,Industrials,Industrial Specialties,United States
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,21066157607.0,Technology,Semiconductors,United States
MTX,Minerals Technologies Inc. Common Stock,2081891603.0,Basic Materials,Major Chemicals,United States
MTZ,MasTec Inc. Common Stock,17467932289.0,Industrials,Water Sewer Pipeline Comm & Power Line Construction,United States
MU,Micron Technology Inc. Common Stock,1210573930694.0,Technology,Semiconductors,United States
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,270821163194.0,Finance,Commercial Banks,Japan
MUR,Murphy Oil Corporation Common Stock,5191830536.0,Energy,Oil & Gas Production,United States
MUSA,Murphy USA Inc. Common Stock,9304866865.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States
MWA,MUELLER WATER PRODUCTS Common Stock,3391049748.0,Industrials,Metal Fabrications,United States
MWH,SOLV Energy Inc. Class A Common Stock,5150742075.0,Industrials,Military/Government/Technical,United States
MXL,MaxLinear Inc. Common Stock,7647249865.0,Technology,Semiconductors,United States
MYRG,MYR Group Inc. Common Stock,4595731215.0,Industrials,Water Sewer Pipeline Comm & Power Line Construction,United States
MZTI,The Marzetti Company Common Stock,2786956920.0,Consumer Staples,Packaged Foods,United States
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,2711102993.0,Health Care,Biotechnology: Pharmaceutical Preparations,Netherlands
NATL,NCR Atleos Corporation Common Stock,3382262669.0,Miscellaneous,Office Equipment/Supplies/Services,United States
NAVN,Navan Inc. Class A Common Stock,5119670292.0,Technology,Computer Software: Prepackaged Software,United States
NBIS,Nebius Group N.V. Class A Ordinary Shares,61605110951.0,Technology,Computer Software: Programming Data Processing,Netherlands
NBIX,Neurocrine Biosciences Inc. Common Stock,14179044258.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States
NBTB,NBT Bancorp Inc. Common Stock,2622943879.0,Finance,Major Banks,United States
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,6511283656.0,Consumer Discretionary,Marine Transportation,United States
NCNO,nCino Inc. Common Stock,2033306626.0,Technology,Computer Software: Prepackaged Software,United States
NDAQ,Nasdaq Inc. Common Stock,53348800384.0,Finance,Investment Bankers/Brokers/Service,United States
NDSN,Nordson Corporation Common Stock,17902890220.0,Industrials,Industrial Machinery/Components,United States
NE,Noble Corporation plc A Ordinary Shares,7123235767.0,Energy,Oil & Gas Production,United States
NEE,NextEra Energy Inc. Common Stock,160662041657.0,Utilities,Electric Utilities: Central,United States
NEM,Newmont Corporation,130183680082.0,Basic Materials,Precious Metals,United States
NEO,NeoGenomics Inc. Common Stock,2358809078.0,Health Care,Precision Instruments,United States
NEOG,Neogen Corporation Common Stock,2959698488.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
NESR,National Energy Services Reunited Corp Ordinary Shares,3308946049.0,Energy,Oilfield Services/Equipment,United States
NET,Cloudflare Inc. Class A Common Stock,125457565986.0,Technology,Computer Software: Prepackaged Software,United States
NEU,NewMarket Corp Common Stock,8182502239.0,Industrials,Major Chemicals,United States
NFG,National Fuel Gas Company Common Stock,7471495232.0,Utilities,Oil/Gas Transmission,United States
NFLX,Netflix Inc. Common Stock,297138735279.0,Consumer Discretionary,Consumer Electronics/Video Chains,United States
NG,Novagold Resources Inc.,3185547258.0,Basic Materials,Precious Metals,Canada
NGVT,Ingevity Corporation Common Stock ,2466615904.0,Industrials,Major Chemicals,United States
NHC,National HealthCare Corporation Common Stock,3521777894.0,Health Care,Hospital/Nursing Management,United States
NHI,National Health Investors Inc. Common Stock,3300221165.0,Real Estate,Real Estate Investment Trusts,United States
NI,NiSource Inc Common Stock,18822733925.0,Utilities,Power Generation,United States
NIC,Nicolet Bankshares Inc. Common Stock,3453378992.0,Finance,Major Banks,United States
NIQ,NIQ Global Intelligence plc Ordinary Shares,5223668351.0,Technology,Computer Software: Programming Data Processing,United States
NJR,NewJersey Resources Corporation Common Stock,5298656140.0,Utilities,Oil/Gas Transmission,United States
NKE,Nike Inc. Common Stock,53480128243.0,Consumer Discretionary,Shoe Manufacturing,United States
NLY,Annaly Capital Management Inc. Common Stock,15858151860.0,Real Estate,Real Estate Investment Trusts,United States
NMIH,NMI Holdings Inc. Common Stock,3173441134.0,Finance,Property-Casualty Insurers,United States
NMRK,Newmark Group Inc. Class A Common Stock,2379531873.0,Finance,Real Estate,United States
NN,NextNav Inc. Common Stock,2429174605.0,Industrials,Industrial Machinery/Components,United States
NNI,Nelnet Inc. Common Stock,4473503133.0,Finance,Finance: Consumer Services,United States
NNN,NNN REIT Inc. Common Stock,7932524762.0,Real Estate,Real Estate Investment Trusts,United States
NOC,Northrop Grumman Corporation Common Stock,73080061835.0,Industrials,Industrial Machinery/Components,United States
NOG,Northern Oil and Gas Inc. Common Stock,2465546822.0,Energy,Oil & Gas Production,United States
NOV,NOV Inc. Common Stock,7229376375.0,Consumer Discretionary,Oil and Gas Field Machinery,United States
NOVT,Novanta Inc. Common Stock,5462020521.0,Miscellaneous,Industrial Machinery/Components,United States
NOW,ServiceNow Inc. Common Stock,145566520000.0,Technology,Computer Software: Prepackaged Software,United States
NP,Neptune Insurance Holdings Inc. Class A Common Stock,3809590578.0,Finance,Specialty Insurers,
NPO,Enpro Inc. Common Stock,6465879838.0,Industrials,Metal Fabrications,United States
NRG,NRG Energy Inc. Common Stock,21172399848.0,Utilities,Electric Utilities: Central,United States
NRIX,Nurix Therapeutics Inc. Common stock,2478306590.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
NSC,Norfolk Southern Corporation Common Stock,70753883579.0,Industrials,Railroads,United States
NSIT,Insight Enterprises Inc. Common Stock,4644455513.0,Consumer Discretionary,Catalog/Specialty Distribution,United States
NTAP,NetApp Inc. Common Stock,38562943252.0,Technology,Electronic Components,United States
NTB,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary Shares,2324400000.0,Finance,Commercial Banks,Bermuda
NTCT,NetScout Systems Inc. Common Stock,2855943215.0,Technology,EDP Services,United States
NTNX,Nutanix Inc. Class A Common Stock,18853330073.0,Technology,Computer Software: Prepackaged Software,United States
NTR,Nutrien Ltd. Common Shares,36209822565.0,Industrials,Agricultural Chemicals,Canada
NTRA,Natera Inc. Common Stock,56330100194.0,Health Care,Medical Specialities,United States
NTRS,Northern Trust Corporation Common Stock,31832454065.0,Finance,Major Banks,United States
NTSK,Netskope Inc. Class A Common Stock,7587474480.0,Technology,Computer Software: Prepackaged Software,United States
NU,Nu Holdings Ltd. Class A Ordinary Shares,66134274868.0,Finance,Finance: Consumer Services,Cayman Islands
NUE,Nucor Corporation Common Stock,56033754458.0,Industrials,Steel/Iron Ore,United States
NUVB,Nuvation Bio Inc. Class A Common Stock,2004913660.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
NVA,Nova Minerals Corp Common Stock,2525757937.0,Basic Materials,Precious Metals,
NVDA,NVIDIA Corporation Common Stock,5434791000000.0,Technology,Semiconductors,United States
NVMI,Nova Ltd. Ordinary Shares,11623986350.0,Technology,Electronic Components,Israel
NVO,Novo Nordisk A/S Common Stock,169014107948.0,Health Care,Biotechnology: Pharmaceutical Preparations,Denmark
NVR,NVR Inc. Common Stock,16633016825.0,Consumer Discretionary,Homebuilding,United States
NVS,Novartis AG Common Stock,272312326110.0,Health Care,Biotechnology: Pharmaceutical Preparations,Switzerland
NVST,Envista Holdings Corporation Common Stock,3825913828.0,Health Care,Medical/Dental Instruments,United States
NVT,nVent Electric plc Ordinary Shares ,26358565366.0,Industrials,Industrial Machinery/Components,United Kingdom
NVTS,Navitas Semiconductor Corporation Common Stock,3091346898.0,Technology,Semiconductors,United States
NWBI,Northwest Bancshares Inc. Common Stock,2202745195.0,Finance,Major Banks,United States
NWCL,newcleo plc Ordinary Shares,3988437022.0,Industrials,Metal Fabrications,United Kingdom
NWE,NorthWestern Energy Group Inc. Common Stock,4226276295.0,Utilities,Power Generation,United States
NWL,Newell Brands Inc. Common Stock,2419112000.0,Industrials,Plastic Products,United States
NWS,News Corporation Class B Common Stock,16891663358.0,Consumer Discretionary,Newspapers/Magazines,United States
NWSA,News Corporation Class A Common Stock,15214400181.0,Consumer Discretionary,Newspapers/Magazines,United States
NXE,Nexgen Energy Ltd. Common Shares,6456973753.0,Basic Materials,Other Metals and Minerals,Canada
NXPI,NXP Semiconductors N.V. Common Stock,59369533127.0,Technology,Semiconductors,Netherlands
NXST,Nexstar Media Group Inc. Common Stock,5100930397.0,Industrials,Broadcasting,United States
